"","Activity Type","Date","Favorite","Title","Distance","Calories","Time","Avg HR","Max HR","Aerobic TE","Avg Run Cadence","Max Run Cadence",Avg_Pace,"Best Pace","Elev Gain","Elev Loss","Avg Stride Length","Avg Vertical Ratio","Avg Vertical Oscillation","Avg Ground Contact Time","Avg GCT Balance","Training Stress Score®","Grit","Flow","Climb Time","Bottom Time","Min Temp","Surface Interval","Decompression","Best Lap Time","Number of Laps","Max Temp","date","avgpace"
"176","Running","1/6/20 9:43",FALSE,"Linn County - W01D4-Easy Run",2.45,278,00:33:42,169,185,5,142,160,13:45:00,11:06:00,"3","3",0.82,11.9,9.9,"333","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:33:00,4,0,2020-01-06 09:43:00,49500
"177","Running","1/4/20 11:23",FALSE,"Linn County - W01D2-Easy Run",2.54,279,00:34:57,158,173,4.7,140,212,13:44:00,11:06:00,"4","4",0.84,12.5,10.6,"336","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:29:00,4,0,2020-01-04 11:23:00,49440
"178","Running","12/26/19 13:54",FALSE,"Linn County Running",4,442,00:51:08,165,183,5,146,238,12:47:00,10:48:00,"24","23",0.86,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",12:23:00,4,0,2019-12-26 13:54:00,46020
"179","Running","11/11/19 13:31",FALSE,"Linn County Running",4.01,311,00:50:25,174,187,1,144,248,12:33:00,10:07:00,"6","6",0.88,11,9.8,"326","50.8% L / 49.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:10:00,5,0,2019-11-11 13:31:00,45180
"180","Running","11/6/19 10:02",FALSE,"Linn County Running",4,427,00:50:10,160,184,5,145,160,12:32:00,10:34:00,"13","13",0.89,10.9,9.8,"322","49.0% L / 51.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:02:00,5,0,2019-11-06 10:02:00,45120
"181","Running","10/20/19 7:18",FALSE,"Pima County Running",3.01,363,00:42:55,175,185,5,145,189,14:16:00,07:28:00,"246","246",0.79,11.8,9.3,"336","50.0% L / 50.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:06:00,4,0,2019-10-20 07:18:00,51360
"182","Running","10/14/19 16:50",FALSE,"Linn County Running",4,282,00:52:16,172,182,1,144,163,13:04:00,11:47:00,"19","19",0.87,11,9.7,"334","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",12:59:00,4,0,2019-10-14 16:50:00,47040
"183","Running","9/3/19 19:18",FALSE,"Linn County Running",4,436,00:50:42,168,183,5,146,245,12:40:00,07:13:00,"18","18",0.87,11.1,9.8,"324","50.8% L / 49.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2019-09-03 19:18:00,45600
"184","Running","8/6/19 8:50",FALSE,"Linn County Running",4.01,421,00:47:59,159,183,5,147,173,11:59:00,09:55:00,"5","5",0.91,11.5,10.6,"322","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:03:00,5,0,2019-08-06 08:50:00,43140
"185","Running","8/4/19 14:39",FALSE,"Multnomah County Running",1,98,00:11:11,171,180,3.4,149,208,11:11:00,09:04:00,"14","15",0.97,9.9,9.7,"311","51.1% L / 48.9% R",0,"0",0,11:11:00,00:00:00,0,00:00:00,"No",00:00:00,1,0,2019-08-04 14:39:00,40260
"186","Running","8/2/19 17:26",FALSE,"Wood Village Running",3.01,326,00:36:18,170,185,5,146,169,12:04:00,08:56:00,"56","50",0.91,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:04:00,4,0,2019-08-02 17:26:00,43440
"187","Running","7/30/19 15:04",FALSE,"Linn County Running",2,225,00:26:41,168,187,3.5,142,160,13:20:00,11:35:00,"--","3",0.86,11.9,10.4,"324","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",13:15:00,2,0,2019-07-30 15:04:00,48000
"188","Running","7/15/19 11:16",FALSE,"Linn County Running",4.01,443,00:50:53,166,184,5,145,165,12:42:00,09:08:00,"23","23",0.87,12.1,10.7,"333","49.0% L / 51.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:04:00,5,0,2019-07-15 11:16:00,45720
"189","Running","6/30/19 20:31",FALSE,"Linn County Running",4,449,00:53:16,163,177,4.6,143,208,13:18:00,11:53:00,"24","24",0.85,11.2,9.7,"347","48.5% L / 51.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:02:00,5,0,2019-06-30 20:31:00,47880
"190","Running","6/27/19 15:37",FALSE,"Linn County Running",4,427,00:50:34,164,177,4.8,144,159,12:38:00,10:48:00,"24","20",0.89,11,9.9,"330","49.0% L / 51.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:03:00,5,0,2019-06-27 15:37:00,45480
"191","Running","6/25/19 15:10",FALSE,"Linn County Running",4.01,444,00:51:16,171,182,5,144,233,12:48:00,10:20:00,"7","7",0.88,11,9.8,"346","48.3% L / 51.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:05:00,5,0,2019-06-25 15:10:00,46080
"192","Running","6/22/19 21:45",FALSE,"Linn County Running",4.01,424,00:51:25,155,176,4.8,159,159,12:50:00,11:03:00,"18","18",0,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:02:00,6,0,2019-06-22 21:45:00,46200
"193","Running","6/9/19 21:13",FALSE,"Linn County Running",3.3,367,00:42:28,171,184,5,144,220,12:51:00,08:17:00,"15","15",0.88,10.4,9.3,"334","49.3% L / 50.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",07:28:00,4,0,2019-06-09 21:13:00,46260
"194","Running","5/29/19 17:30",FALSE,"Linn County Running",4,424,00:49:55,167,181,5,144,168,12:29:00,10:41:00,"9","9",0.9,10.8,9.8,"342","48.3% L / 51.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",02:17:00,5,0,2019-05-29 17:30:00,44940
"195","Running","5/26/19 10:44",FALSE,"Linn County Running",4,399,00:49:20,172,183,1.1,146,161,12:20:00,10:46:00,"12","12",0.9,10.1,9.3,"325","47.2% L / 52.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:45:00,5,0,2019-05-26 10:44:00,44400
"196","Running","5/22/19 20:44",FALSE,"Linn County Running",4,457,00:51:54,178,188,5,144,170,12:58:00,10:01:00,"14","14",0.86,10.8,9.4,"325","52.3% L / 47.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",12:25:00,4,0,2019-05-22 20:44:00,46680
"197","Running","5/15/19 9:46",FALSE,"Linn County Running",4,466,00:52:50,173,187,5,143,155,13:12:00,11:09:00,"27","27",0.86,11.7,10.2,"302","50.7% L / 49.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:03:00,5,0,2019-05-15 09:46:00,47520
"198","Running","5/8/19 8:42",FALSE,"Linn County Running",4,432,00:51:08,166,180,4.9,145,216,12:48:00,09:31:00,"10","10",0.87,11.6,10.3,"309","51.2% L / 48.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",12:15:00,4,0,2019-05-08 08:42:00,46080
"199","Running","4/17/19 16:19",FALSE,"Linn County Running",5.01,561,01:01:04,171,185,5,147,186,12:12:00,08:57:00,"15","24",0.91,10.9,10,"305","50.7% L / 49.3% R",0,"0",0,01:01:04,00:00:00,0,00:00:00,"No",00:01:00,7,0,2019-04-17 16:19:00,43920
"200","Running","4/10/19 19:22",FALSE,"Linn County Running",4,449,00:51:31,158,182,4.2,143,168,12:53:00,11:25:00,"19","19",0.87,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",12:28:00,4,0,2019-04-10 19:22:00,46380
"201","Running","4/7/19 18:40",FALSE,"Linn County Running",3.1,342,00:40:28,160,177,3.5,143,256,13:02:00,11:33:00,"24","24",0.86,10.8,9.3,"309","49.7% L / 50.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:15:00,4,0,2019-04-07 18:40:00,46920
"202","Running","3/20/19 19:06",FALSE,"Linn County - W06D4-Fartlek",3.3,370,00:40:57,162,176,4,145,167,12:25:00,10:05:00,"19","23",0.89,10.4,9.5,"337","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:57:00,5,0,2019-03-20 19:06:00,44700
"203","Running","3/17/19 18:22",FALSE,"Linn County - W05D7-Long Run",4.31,486,00:55:50,164,179,3.9,143,163,12:57:00,10:48:00,"7","7",0.87,11.2,9.9,"313","50.4% L / 49.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:00:00,6,0,2019-03-17 18:22:00,46620
"204","Running","3/13/19 15:52",FALSE,"Linn County - W04D7-Long Run",8.2,936,01:45:21,163,181,4.5,144,161,12:51:00,11:19:00,"35","35",0.87,0,0,"--","--",0,"0",0,01:45:21,00:00:00,0,00:00:00,"No",00:20:00,13,0,2019-03-13 15:52:00,46260
"205","Running","3/12/19 20:17",FALSE,"Linn County - W04D3-Easy Run",2.6,282,00:33:47,156,167,3.1,144,158,13:00:00,10:29:00,"1","3",0.86,11.4,10,"320","51.4% L / 48.6% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:47:00,4,0,2019-03-12 20:17:00,46800
"206","Running","3/10/19 19:40",FALSE,"Linn County - W05D4-Threshold Run",3,302,00:34:39,164,187,3.6,153,166,11:34:00,09:13:00,"3","3",0.91,10.1,9.2,"305","51.0% L / 49.0% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,10,0,2019-03-10 19:40:00,41640
"207","Running","3/9/19 16:47",FALSE,"Linn County - W05D2-Fartlek",3.33,153,00:41:24,159,179,1,147,175,12:25:00,10:51:00,"14","14",0.89,10.4,9.4,"324","50.6% L / 49.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:23:00,5,0,2019-03-09 16:47:00,44700
"208","Running","3/6/19 19:18",FALSE,"Linn County - W04D4-Threshold Run",3,332,00:36:27,165,185,4,148,162,12:09:00,10:23:00,"3","3",0.9,11,10.1,"306","50.6% L / 49.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",01:30:00,10,0,2019-03-06 19:18:00,43740
"209","Running","3/5/19 17:11",FALSE,"Linn County - W03D7-Long Run",6.01,651,01:20:39,151,167,3.5,144,168,13:25:00,10:12:00,"22","22",0.83,11.3,9.5,"331","50.7% L / 49.3% R",0,"0",0,01:20:39,00:00:00,0,00:00:00,"No",00:38:00,8,0,2019-03-05 17:11:00,48300
"210","Running","2/28/19 16:58",FALSE,"Linn County - W02D2-Easy Run",3,304,00:38:22,154,174,3.1,145,164,12:46:00,09:08:00,"3","3",0.87,10.8,9.6,"329","48.2% L / 51.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",04:35:00,4,0,2019-02-28 16:58:00,45960
"211","Running","2/26/19 18:07",FALSE,"Linn County Running",3,326,00:40:17,162,176,3.2,144,226,13:25:00,10:34:00,"4","4",0.85,11.1,9.4,"319","50.6% L / 49.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",03:16:00,4,0,2019-02-26 18:07:00,48300
"212","Running","2/24/19 15:08",FALSE,"Linn County Running",7.01,787,01:39:55,157,170,3.2,141,256,14:15:00,12:33:00,"36","36",0.81,11.8,9.7,"340","51.3% L / 48.7% R",0,"0",0,01:39:55,00:00:00,0,00:00:00,"No",05:46:00,10,0,2019-02-24 15:08:00,51300
"213","Running","2/19/19 17:09",FALSE,"Linn County Running",2.2,236,00:25:15,173,189,3.5,149,167,11:27:00,09:22:00,"--","7",0.95,10.5,10,"318","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:20:00,10,0,2019-02-19 17:09:00,41220
"214","Running","2/17/19 14:47",FALSE,"Linn County Running",7.3,758,01:30:22,164,179,3.8,145,226,12:23:00,10:01:00,"29","29",0.9,11.4,10.4,"307","49.9% L / 50.1% R",0,"0",0,01:30:22,00:00:00,0,00:00:00,"No",07:11:00,10,0,2019-02-17 14:47:00,44580
"215","Running","2/13/19 17:57",FALSE,"Linn County Running",3.11,355,00:38:41,164,178,3.7,145,183,12:26:00,08:43:00,"2","7",0.89,11.6,10.5,"319","50.8% L / 49.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:01:00,4,0,2019-02-13 17:57:00,44760
"216","Running","2/9/19 17:51",FALSE,"Linn County Running",3,324,00:37:13,160,170,3.2,145,167,12:23:00,10:07:00,"5","5",0.9,11.6,10.6,"320","50.7% L / 49.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",05:24:00,4,0,2019-02-09 17:51:00,44580
"217","Running","2/2/19 8:33",FALSE,"Linn County Running",13.15,1388,02:26:01,175,186,5,150,178,11:06:00,08:49:00,"232","240",0.96,10.7,10.4,"306","50.1% L / 49.9% R",0,"0",0,02:26:01,00:00:00,0,00:00:00,"No",01:13:00,16,0,2019-02-02 08:33:00,39960
"218","Running","1/29/19 18:11",FALSE,"Linn County Running",3.01,339,00:36:51,168,178,3.6,146,177,12:16:00,08:56:00,"6","6",0.91,11,10.1,"322","51.3% L / 48.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2019-01-29 18:11:00,44160
"219","Running","1/27/19 19:23",FALSE,"Linn County Running",5.5,570,01:01:35,171,184,4.9,151,168,11:12:00,09:11:00,"14","14",0.96,10.5,10.3,"307","50.1% L / 49.9% R",0,"0",0,01:01:35,00:00:00,0,00:00:00,"No",00:00:00,7,0,2019-01-27 19:23:00,40320
"220","Running","1/22/19 21:47",FALSE,"Linn County Running",4,474,00:49:29,173,180,3.9,148,170,12:22:00,09:18:00,"5","5",0.89,10.9,9.8,"340","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2019-01-22 21:47:00,44520
"221","Running","1/19/19 15:39",FALSE,"Benton County Running",8.5,905,01:46:54,161,184,3.8,148,171,12:34:00,09:24:00,"628","627",0.87,10.4,9.1,"314","48.9% L / 51.1% R",0,"0",0,01:46:54,00:00:00,0,00:00:00,"No",00:00:00,10,0,2019-01-19 15:39:00,45240
"222","Running","1/17/19 19:02",FALSE,"Linn County Running",3.29,351,00:36:48,170,186,3.9,152,187,11:11:00,08:43:00,"3","3",0.95,10.3,9.8,"313","48.9% L / 51.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,8,0,2019-01-17 19:02:00,40260
"223","Running","1/15/19 16:20",FALSE,"Linn County Running",4.13,446,00:51:07,159,178,3.6,146,167,12:23:00,08:39:00,"9","9",0.89,11,9.9,"329","51.9% L / 48.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2019-01-15 16:20:00,44580
"224","Running","1/13/19 16:31",FALSE,"Linn County Running",6.23,685,01:14:29,167,178,4.1,148,188,11:58:00,10:14:00,"13","18",0.91,10.9,10,"313","50.4% L / 49.6% R",0,"--",0,01:14:29,00:00:00,0,00:00:00,"No",00:00:00,8,0,2019-01-13 16:31:00,43080
"225","Running","1/11/19 16:28",FALSE,"Linn County Running",2,209,00:25:07,146,162,2.8,147,168,12:32:00,10:03:00,"--","6",0.87,10.9,9.5,"325","50.7% L / 49.3% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,3,0,2019-01-11 16:28:00,45120
"226","Running","1/10/19 19:00",FALSE,"Linn County Running",3,328,00:35:39,170,181,3.6,150,164,11:53:00,08:54:00,"--","--",0.91,10.3,9.5,"328","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2019-01-10 19:00:00,42780
"227","Running","1/8/19 16:28",FALSE,"Linn County Running",4,452,00:48:02,172,184,3.9,148,176,12:01:00,09:15:00,"16","16",0.91,10.8,9.9,"320","49.6% L / 50.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,8,0,2019-01-08 16:28:00,43260
"228","Running","1/5/19 9:00",FALSE,"Newport Running",13.28,1444,02:57:55,141,188,4,146,256,13:23:00,09:02:00,"1,088","1,096",0.83,12.9,10.5,"289","50.8% L / 49.2% R",0,"0",0,02:57:55,00:00:00,0,00:00:00,"No",00:00:00,15,0,2019-01-05 09:00:00,48180
"229","Running","1/4/19 12:37",FALSE,"Linn County Running",2,222,00:24:48,156,176,3,146,163,12:24:00,10:46:00,"7","7",0.89,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,3,0,2019-01-04 12:37:00,44640
"230","Running","1/2/19 19:41",FALSE,"Linn County Running",3,332,00:36:58,159,175,3.4,148,163,12:20:00,11:09:00,"--","3",0.88,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2019-01-02 19:41:00,44400
"231","Running","1/1/19 19:24",FALSE,"Linn County Running",2,169,00:21:44,156,168,1,153,173,10:53:00,08:54:00,"--","--",0.99,11.9,11.9,"275","51.8% L / 48.2% R",0,"0",0,21:44:00,00:00:00,0,00:00:00,"No",00:00:00,2,0,2019-01-01 19:24:00,39180
"232","Running","12/31/18 16:01",FALSE,"Linn County Running",4,447,00:50:08,161,179,3.6,146,163,12:32:00,10:41:00,"5","5",0.88,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-12-31 16:01:00,45120
"233","Running","12/29/18 13:03",FALSE,"Linn County Running",6,679,01:16:50,158,177,3.9,144,157,12:48:00,10:32:00,"17","17",0.87,0,0,"--","--",0,"0",0,01:16:50,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-12-29 13:03:00,46080
"234","Running","12/26/18 15:29",FALSE,"Linn County Running",4.2,472,00:49:50,166,189,4.1,148,163,11:52:00,09:31:00,"20","20",0.92,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,11,0,2018-12-26 15:29:00,42720
"235","Running","12/24/18 11:57",FALSE,"Linn County Running",4.36,481,00:50:36,164,190,4.2,149,172,11:37:00,07:45:00,"15","15",0.93,0,0,"--","--",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-12-24 11:57:00,41820
"236","Running","12/21/18 15:36",FALSE,"Linn County Running",8.11,935,01:45:17,164,177,3.8,144,166,12:59:00,09:59:00,"23","23",0.86,0,0,"--","--",0,"0",0,01:45:17,00:00:00,0,00:00:00,"No",00:00:00,12,0,2018-12-21 15:36:00,46740
"237","Running","12/19/18 15:19",FALSE,"Linn County Running",6,655,01:07:27,165,185,4.6,149,159,11:14:00,09:18:00,"17","17",0.96,0,0,"--","--",0,"0",0,01:07:27,00:00:00,0,00:00:00,"No",00:00:00,11,0,2018-12-19 15:19:00,40440
"238","Running","12/17/18 13:04",FALSE,"Linn County Running",5,524,01:01:50,147,172,3.6,145,158,12:22:00,09:57:00,"18","18",0.89,0,0,"--","--",0,"0",0,01:01:50,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-12-17 13:04:00,44520
"239","Running","12/14/18 11:46",FALSE,"Lincoln County Running",5,530,01:02:40,153,185,3.9,143,163,12:32:00,10:14:00,"257","260",0.89,0,0,"--","--",0,"0",0,01:02:40,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-12-14 11:46:00,45120
"240","Running","12/12/18 14:29",FALSE,"Linn County Running",6,696,01:12:12,177,191,5,146,176,12:01:00,08:59:00,"27","27",0.92,12.4,11.5,"311","49.8% L / 50.3% R",0,"0",0,01:12:12,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-12-12 14:29:00,43260
"241","Running","12/10/18 13:18",FALSE,"Linn County Running",9,991,01:56:14,158,173,4.1,144,214,12:55:00,11:01:00,"35","35",0.87,12.2,10.7,"320","50.2% L / 49.8% R",0,"0",0,01:56:14,00:00:00,0,00:00:00,"No",00:00:00,9,0,2018-12-10 13:18:00,46500
"242","Running","12/5/18 16:36",FALSE,"Linn County Running",6,630,01:15:11,160,170,4,147,173,12:32:00,09:25:00,"7","7",0.88,12.6,11.2,"324","49.5% L / 50.5% R",0,"0",0,01:15:11,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-12-05 16:36:00,45120
"243","Running","12/3/18 16:49",FALSE,"Linn County Running",5,548,01:02:05,169,183,4.5,147,170,12:25:00,11:09:00,"9","9",0.89,12.9,11.6,"287","50.0% L / 50.0% R",0,"0",0,01:02:05,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-12-03 16:49:00,44700
"244","Running","12/1/18 16:20",FALSE,"Linn County Running",6,647,01:15:43,165,184,4.3,146,198,12:37:00,09:47:00,"17","16",0.88,12.4,11,"309","50.0% L / 50.0% R",0,"0",0,01:15:43,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-12-01 16:20:00,45420
"245","Running","11/27/18 16:31",FALSE,"Linn County Running",5,570,01:03:07,168,181,4.4,146,186,12:37:00,10:53:00,"24","24",0.88,12.7,11.3,"325","50.2% L / 49.8% R",0,"0",0,01:03:07,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-11-27 16:31:00,45420
"246","Running","11/25/18 16:25",FALSE,"Linn County Running",6,659,01:14:44,161,173,4.6,148,179,12:27:00,10:16:00,"20","20",0.87,12.3,10.8,"323","50.1% L / 49.9% R",0,"0",0,01:14:44,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-11-25 16:25:00,44820
"247","Running","11/20/18 15:28",FALSE,"Linn County Running",5.1,558,01:04:39,162,178,4.1,147,184,12:41:00,06:27:00,"19","19",0.86,12.8,11.1,"326","50.9% L / 49.1% R",0,"0",0,01:04:39,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-11-20 15:28:00,45660
"248","Running","11/18/18 16:32",FALSE,"Linn County Running",6,666,01:15:36,166,174,4.7,147,169,12:36:00,10:53:00,"13","16",0.87,12.1,10.7,"304","49.9% L / 50.1% R",0,"0",0,01:15:36,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-11-18 16:32:00,45360
"249","Running","11/16/18 15:49",FALSE,"Linn County Running",6,665,01:15:53,165,176,4.3,147,173,12:39:00,08:10:00,"19","19",0.87,12.5,11,"324","50.1% L / 49.9% R",0,"0",0,01:15:53,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-11-16 15:49:00,45540
"250","Running","11/13/18 9:58",FALSE,"Linn County Running",8,922,01:41:56,170,182,5,148,186,12:45:00,11:22:00,"40","40",0.86,12.5,10.8,"321","50.5% L / 49.5% R",0,"0",0,01:41:56,00:00:00,0,00:00:00,"No",00:00:00,9,0,2018-11-13 09:58:00,45900
"251","Running","11/11/18 11:58",FALSE,"Linn County Running",2.87,311,00:35:17,161,176,3.5,149,178,12:19:00,10:14:00,"3","3",0.88,12.1,10.9,"315","50.1% L / 49.9% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,3,0,2018-11-11 11:58:00,44340
"252","Running","11/9/18 15:56",FALSE,"Linn County Running",5,561,01:01:54,167,176,4.5,148,159,12:23:00,09:37:00,"19","19",0.88,12,10.7,"323","50.1% L / 49.9% R",0,"0",0,01:01:54,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-11-09 15:56:00,44580
"253","Running","11/7/18 9:43",FALSE,"Linn County Running",4.3,474,00:53:24,164,185,3.9,149,165,12:26:00,08:44:00,"15","15",0.88,11.9,10.7,"322","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-11-07 09:43:00,44760
"254","Running","11/4/18 15:55",FALSE,"Linn County Running",5,587,01:04:47,171,184,3.7,147,240,12:57:00,11:03:00,"20","20",0.85,12.6,10.9,"327","50.1% L / 49.9% R",0,"0",0,01:04:47,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-11-04 15:55:00,46620
"255","Running","10/27/18 17:16",FALSE,"Linn County Running",4,423,00:49:49,149,169,3.5,149,189,12:27:00,09:59:00,"22","22",0.87,12.2,10.7,"316","50.3% L / 49.7% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-10-27 17:16:00,44820
"256","Running","10/24/18 17:36",FALSE,"Linn County Running",6,650,01:11:44,162,182,5,151,166,11:57:00,10:09:00,"17","20",0.89,11.8,10.7,"312","51.1% L / 48.9% R",0,"0",0,01:11:44,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-10-24 17:36:00,43020
"257","Running","10/22/18 16:51",FALSE,"Linn County Running",7,760,01:30:48,155,172,4.4,148,171,12:59:00,09:35:00,"27","27",0.84,12.3,10.5,"321","50.9% L / 49.1% R",0,"0",0,01:30:48,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-10-22 16:51:00,46740
"258","Running","10/19/18 18:31",FALSE,"Linn County Running",4,496,00:53:35,181,187,4,144,158,13:24:00,11:25:00,"19","19",0.83,13.3,11.2,"336","50.6% L / 49.4% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-10-19 18:31:00,48240
"259","Running","10/16/18 17:33",FALSE,"Linn County Running",5,563,01:04:12,163,177,3.7,148,163,12:50:00,09:53:00,"19","28",0.86,12.1,10.5,"325","49.4% L / 50.6% R",0,"0",0,01:04:12,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-10-16 17:33:00,46200
"260","Running","10/14/18 10:51",FALSE,"Linn County Running",7,759,01:27:17,166,182,1,148,160,12:29:00,10:16:00,"42","42",0.87,12.3,10.8,"300","51.0% L / 49.0% R",0,"0",0,01:27:17,00:00:00,0,00:00:00,"No",00:00:00,7,0,2018-10-14 10:51:00,44940
"261","Running","10/11/18 18:31",FALSE,"Linn County Running",3.32,374,00:39:40,167,180,3.8,150,164,11:57:00,09:35:00,"14","14",0.9,11,10.1,"310","49.8% L / 50.2% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-10-11 18:31:00,43020
"262","Running","10/10/18 17:21",FALSE,"Linn County Running",5.02,559,01:01:45,161,175,4.1,148,178,12:18:00,10:14:00,"19","19",0.89,12.6,11.3,"317","50.5% L / 49.5% R",0,"0",0,01:01:45,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-10-10 17:21:00,44280
"263","Running","10/8/18 17:13",FALSE,"Linn County Running",6,625,01:16:56,159,172,3.6,148,213,12:49:00,10:39:00,"16","18",0.86,12.1,10.4,"326","50.0% L / 50.0% R",0,"0",0,01:16:56,00:00:00,0,00:00:00,"No",00:00:00,6,0,2018-10-08 17:13:00,46140
"264","Running","10/4/18 16:30",FALSE,"Linn County Running",3.2,356,00:37:56,165,182,4.1,152,165,11:51:00,10:07:00,"6","10",0.89,11.9,10.6,"313","50.2% L / 49.8% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-10-04 16:30:00,42660
"265","Running","10/2/18 16:35",FALSE,"Linn County Running",4,441,00:47:30,164,182,4.5,152,172,11:53:00,10:20:00,"13","13",0.89,11.8,10.6,"305","49.9% L / 50.1% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,4,0,2018-10-02 16:35:00,42780
"266","Running","9/30/18 14:41",FALSE,"Linn County Running",5,547,01:03:30,162,177,4.3,149,173,12:42:00,08:09:00,"19","19",0.85,11.8,10.2,"291","51.8% L / 48.2% R",0,"0",0,01:03:30,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-09-30 14:41:00,45720
"267","Running","9/28/18 11:06",FALSE,"Linn County Running",4,451,00:50:48,164,181,4.2,149,219,12:41:00,08:49:00,"18","18",0.85,11.9,10.3,"325","49.5% L / 50.5% R",0,"0",0,NA,00:00:00,0,00:00:00,"No",00:00:00,5,0,2018-09-28 11:06:00,45660
